Open,High,Low,Volume,Close
219.4290008544922,233.30499267578125,218.0229949951172,38574000,229.28599548339844
228.968994140625,229.4949951171875,223.06900024414065,21469200,225.85499572753903
225.59100341796875,227.0399932861328,223.42999267578125,18936500,225.80799865722656
225.6929931640625,239.56300354003903,224.9929962158203,33818600,236.1450042724609
235.93899536132807,238.96600341796875,232.07899475097656,18815300,232.07899475097656
232.34100341796875,235.7270050048828,232.34100341796875,12535500,234.92999267578125
234.8800048828125,243.2400054931641,234.0829925537109,18494100,240.3580017089844
240.3560028076172,242.63800048828125,237.80999755859372,21223400,239.01800537109372
238.8520050048828,239.20399475097656,232.0540008544922,23929100,236.1210021972656
236.24899291992188,236.45399475097656,229.2310028076172,29587200,229.7819976806641
229.66200256347656,239.10499572753903,228.572998046875,29064400,237.33399963378903
237.20399475097656,246.2749938964844,236.2740020751953,27445500,243.86300659179688
243.7689971923828,247.8040008544922,239.63900756835935,19790500,241.83200073242188
241.72900390625,244.0679931640625,238.8489990234375,15019100,240.29600524902344
240.2989959716797,244.2700042724609,239.37600708007807,20892300,242.1580047607422
242.1450042724609,242.8809967041016,240.0989990234375,19282600,241.11199951171875
241.3979949951172,243.70399475097656,235.0449981689453,27180100,236.3769989013672
236.2140045166016,237.7989959716797,234.0570068359375,24413700,236.9290008544922
236.9550018310547,238.7530059814453,236.7949981689453,16329400,237.60499572753903
237.6439971923828,237.69700622558597,235.2949981689453,11089700,236.1529998779297
236.00999450683597,238.0249938964844,236.00999450683597,11134300,236.802001953125
236.88699340820312,237.2100067138672,232.4600067138672,16780300,233.1280059814453
233.03700256347656,234.1510009765625,231.81700134277344,14241900,231.94700622558597
231.88999938964844,234.68299865722656,231.8419952392578,15499400,234.01800537109372
234.01600646972656,236.24200439453125,233.8350067138672,15108900,235.343994140625
235.3209991455078,240.968994140625,235.05999755859372,27003000,240.34800720214844
240.28599548339844,241.0249938964844,238.6909942626953,14605000,238.8719940185547
238.9759979248047,241.97799682617188,238.81100463867188,11508000,240.9530029296875
240.927001953125,241.02099609375,236.63699340820312,14423900,237.1100006103516
237.10400390625,238.24200439453125,235.69200134277344,16425000,237.11599731445312
237.06500244140625,238.6360015869141,236.69500732421875,18837000,237.2830047607422
237.2570037841797,237.82400512695312,236.6519927978516,13829600,237.4080047607422
237.3769989013672,237.52200317382807,235.7310028076172,14805000,237.0959930419922
237.0919952392578,237.09300231933597,232.04600524902344,14098600,233.34500122070312
233.13499450683597,233.2519989013672,229.54200744628903,14730800,230.19000244140625
230.2330017089844,231.71299743652344,221.29600524902344,26090500,222.92599487304688
222.8939971923828,226.4160003662109,222.41900634765625,20459000,225.8029937744141
225.73599243164065,227.4040069580078,223.92999267578125,17752400,225.87399291992188
225.77200317382807,226.58099365234372,224.0540008544922,14728100,224.32400512695312
224.1540069580078,225.96800231933597,223.1790008544922,18056500,224.95199584960935
225.0050048828125,225.718994140625,224.3789978027344,11131500,225.61900329589844
225.5959930419922,226.19400024414065,222.6519927978516,13318400,222.8809967041016
222.8789978027344,229.4640045166016,222.8390045166016,23378400,228.48899841308597
228.5379943847656,230.95399475097656,227.9290008544922,28353100,229.04800415039065
228.9949951171875,229.7819976806641,228.00999450683597,15904800,228.8029937744141
228.85499572753903,230.28700256347656,228.7669982910156,14416000,229.7050018310547
229.7050018310547,231.0570068359375,229.31300354003903,14017700,229.98199462890625
229.9199981689453,232.6519927978516,229.2100067138672,13305300,232.4019927978516
232.44200134277344,234.8580017089844,232.0039978027344,12165900,233.54299926757807
233.4219970703125,237.83599853515625,233.4219970703125,19912100,236.822998046875
236.76499938964844,251.74200439453125,236.1219940185547,41612000,250.8950042724609
250.822998046875,256.8529968261719,246.4759979248047,43858400,249.28399658203125
249.4279937744141,252.1080017089844,244.1269989013672,30980200,249.0070037841797
249.04299926757807,250.9770050048828,243.78700256347656,23965300,244.6060028076172
244.52999877929688,245.8280029296875,240.6269989013672,20608100,245.2120056152344
245.1000061035156,245.2239990234375,241.8820037841797,10600900,243.94400024414065
243.968994140625,247.91700744628903,243.7790069580078,17692500,246.9900054931641
